t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
22.08,0.377251,-1.10395,0.885437,-0.814796,1.46458,0.878542,-0.140259,-0.0136613,-4.65115,5.05173,-1.10395,0.885437,-0.814796,1.46458,-0.140259,-0.0136613,-4.65115,5.05173,0.377251,8.53887,-0.050441,0.838527,0.158739,-0.204655,0.0970415,0.89843,0.083447,0.724622,1.85145,1.68794,0,
22.081,0.378133,-1.10409,0.885403,-0.819458,1.46957,0.881948,-0.13928,-0.0342215,-4.66161,4.99368,-1.10409,0.885403,-0.819458,1.46957,-0.13928,-0.0342215,-4.66161,4.99368,0.378133,8.53357,-0.0494719,0.838611,0.159448,-0.202763,0.0987108,0.898406,0.0837085,0.708446,1.89012,1.67226,0,
22.082,0.379019,-1.10423,0.885348,-0.824128,1.47451,0.885615,-0.138553,-0.0550904,-4.67051,4.93263,-1.10423,0.885348,-0.824128,1.47451,-0.138553,-0.0550904,-4.67051,4.93263,0.379019,8.52837,-0.0485003,0.838695,0.16014,-0.200832,0.100363,0.898395,0.0839171,0.691972,1.9288,1.65552,0,
22.083,0.379908,-1.10436,0.885272,-0.828806,1.47938,0.889541,-0.138073,-0.0762615,-4.67783,4.8686,-1.10436,0.885272,-0.828806,1.47938,-0.138073,-0.0762615,-4.67783,4.8686,0.379908,8.52327,-0.0475263,0.838779,0.160815,-0.198862,0.101998,0.898398,0.0840729,0.675206,1.96748,1.63773,0,
22.084,0.380802,-1.1045,0.885174,-0.83349,1.48418,0.893721,-0.137837,-0.0977284,-4.68357,4.80165,-1.1045,0.885174,-0.83349,1.48418,-0.137837,-0.0977284,-4.68357,4.80165,0.380802,8.51827,-0.0465499,0.838864,0.161473,-0.196854,0.103614,0.898418,0.0841764,0.658155,2.00615,1.61891,0,
22.085,0.3817,-1.10464,0.885054,-0.838177,1.48891,0.89815,-0.13784,-0.119485,-4.68773,4.73182,-1.10464,0.885054,-0.838177,1.48891,-0.13784,-0.119485,-4.68773,4.73182,0.3817,8.51337,-0.045571,0.838948,0.162114,-0.194806,0.10521,0.898454,0.0842278,0.640825,2.04478,1.59907,0,
22.086,0.382603,-1.10478,0.884913,-0.842868,1.49357,0.902825,-0.138077,-0.141525,-4.69029,4.65915,-1.10478,0.884913,-0.842868,1.49357,-0.138077,-0.141525,-4.69029,4.65915,0.382603,8.50857,-0.0445897,0.839033,0.162737,-0.192721,0.106785,0.898508,0.0842275,0.623222,2.08337,1.57823,0,
22.087,0.383511,-1.10492,0.884749,-0.847559,1.49815,0.907741,-0.138544,-0.163843,-4.69125,4.5837,-1.10492,0.884749,-0.847559,1.49815,-0.138544,-0.163843,-4.69125,4.5837,0.383511,8.50387,-0.043606,0.839117,0.163343,-0.190596,0.108339,0.898581,0.084176,0.605353,2.12189,1.5564,0,
22.088,0.384424,-1.10506,0.884562,-0.85225,1.50266,0.912893,-0.139237,-0.186432,-4.69059,4.50549,-1.10506,0.884562,-0.85225,1.50266,-0.139237,-0.186432,-4.69059,4.50549,0.384424,8.49927,-0.0426198,0.839202,0.16393,-0.188433,0.109869,0.898675,0.0840738,0.587225,2.16034,1.53361,0,
22.089,0.385342,-1.1052,0.884353,-0.856938,1.50708,0.918277,-0.140149,-0.209286,-4.68832,4.42459,-1.1052,0.884353,-0.856938,1.50708,-0.140149,-0.209286,-4.68832,4.42459,0.385342,8.49478,-0.0416313,0.839286,0.164499,-0.186232,0.111376,0.89879,0.0839214,0.568843,2.1987,1.50987,0,
22.09,0.386266,-1.10534,0.884121,-0.861622,1.51142,0.923889,-0.141275,-0.2324,-4.68441,4.34104,-1.10534,0.884121,-0.861622,1.51142,-0.141275,-0.2324,-4.68441,4.34104,0.386266,8.49038,-0.0406404,0.83937,0.165049,-0.183992,0.112858,0.898928,0.0837193,0.550214,2.23695,1.48521,0,
22.091,0.387195,-1.10548,0.883865,-0.866301,1.51568,0.929724,-0.142612,-0.255766,-4.67886,4.25488,-1.10548,0.883865,-0.866301,1.51568,-0.142612,-0.255766,-4.67886,4.25488,0.387195,8.48609,-0.0396471,0.839454,0.16558,-0.181714,0.114315,0.89909,0.0834683,0.531346,2.27508,1.45963,0,
22.092,0.388131,-1.10562,0.883586,-0.870973,1.51984,0.935776,-0.144152,-0.27938,-4.67166,4.16617,-1.10562,0.883586,-0.870973,1.51984,-0.144152,-0.27938,-4.67166,4.16617,0.388131,8.4819,-0.0386514,0.839537,0.166092,-0.179398,0.115745,0.899277,0.0831689,0.512243,2.31308,1.43316,0,
22.093,0.389073,-1.10577,0.883282,-0.875636,1.52392,0.94204,-0.145891,-0.303235,-4.6628,4.07496,-1.10577,0.883282,-0.875636,1.52392,-0.145891,-0.303235,-4.6628,4.07496,0.389073,8.47782,-0.0376534,0.83962,0.166585,-0.177045,0.117148,0.899491,0.0828219,0.492914,2.35094,1.40582,0,
22.094,0.390022,-1.10592,0.882955,-0.880288,1.5279,0.948512,-0.147822,-0.327325,-4.65226,3.9813,-1.10592,0.882955,-0.880288,1.5279,-0.147822,-0.327325,-4.65226,3.9813,0.390022,8.47384,-0.0366531,0.839703,0.167059,-0.174653,0.118523,0.899732,0.0824278,0.473366,2.38864,1.37764,0,
22.095,0.390977,-1.10607,0.882603,-0.884928,1.53179,0.955187,-0.14994,-0.351643,-4.64004,3.88524,-1.10607,0.882603,-0.884928,1.53179,-0.14994,-0.351643,-4.64004,3.88524,0.390977,8.46997,-0.0356505,0.839785,0.167512,-0.172224,0.119868,0.900001,0.0819875,0.453604,2.42616,1.34862,0,
22.096,0.391939,-1.10622,0.882227,-0.889554,1.53557,0.962058,-0.15224,-0.376182,-4.62613,3.78683,-1.10622,0.882227,-0.889554,1.53557,-0.15224,-0.376182,-4.62613,3.78683,0.391939,8.46619,-0.0346456,0.839867,0.167946,-0.169758,0.121184,0.900301,0.0815016,0.433636,2.4635,1.3188,0,
22.097,0.392908,-1.10638,0.881826,-0.894165,1.53926,0.969122,-0.154715,-0.400937,-4.61052,3.68612,-1.10638,0.881826,-0.894165,1.53926,-0.154715,-0.400937,-4.61052,3.68612,0.392908,8.46253,-0.0336385,0.839949,0.168359,-0.167254,0.122469,0.900631,0.080971,0.41347,2.50065,1.28821,0,
22.098,0.393885,-1.10653,0.8814,-0.898758,1.54284,0.976371,-0.157358,-0.425901,-4.59319,3.58318,-1.10653,0.8814,-0.898758,1.54284,-0.157358,-0.425901,-4.59319,3.58318,0.393885,8.45897,-0.0326291,0.840029,0.168753,-0.164714,0.123723,0.900993,0.0803964,0.393112,2.53758,1.25685,0,
22.099,0.394868,-1.10669,0.880949,-0.903332,1.54632,0.983801,-0.160165,-0.451066,-4.57414,3.47805,-1.10669,0.880949,-0.903332,1.54632,-0.160165,-0.451066,-4.57414,3.47805,0.394868,8.45551,-0.0316176,0.840109,0.169125,-0.162137,0.124945,0.901387,0.0797786,0.37257,2.57429,1.22476,0,
22.1,0.39586,-1.10686,0.880473,-0.907885,1.54969,0.991406,-0.163129,-0.476425,-4.55336,3.37079,-1.10686,0.880473,-0.907885,1.54969,-0.163129,-0.476425,-4.55336,3.37079,0.39586,8.45216,-0.0306038,0.840189,0.169477,-0.159523,0.126134,0.901816,0.0791184,0.351852,2.61076,1.19196,0,
22.101,0.396859,-1.10702,0.879971,-0.912416,1.55295,0.99918,-0.166243,-0.501972,-4.53083,3.26146,-1.10702,0.879971,-0.912416,1.55295,-0.166243,-0.501972,-4.53083,3.26146,0.396859,8.44892,-0.029588,0.840268,0.169808,-0.156873,0.127289,0.902279,0.0784166,0.330965,2.64699,1.15847,0,
22.102,0.397866,-1.10719,0.879443,-0.916923,1.5561,1.00712,-0.169502,-0.527698,-4.50656,3.15012,-1.10719,0.879443,-0.916923,1.5561,-0.169502,-0.527698,-4.50656,3.15012,0.397866,8.44578,-0.02857,0.840346,0.170118,-0.154188,0.128411,0.902777,0.077674,0.309918,2.68295,1.12432,0,
22.103,0.398881,-1.10736,0.87889,-0.921403,1.55914,1.01521,-0.172899,-0.553596,-4.48052,3.03682,-1.10736,0.87889,-0.921403,1.55914,-0.172899,-0.553596,-4.48052,3.03682,0.398881,8.44275,-0.0275499,0.840423,0.170407,-0.151466,0.129497,0.903312,0.0768914,0.288717,2.71864,1.08954,0,
22.104,0.399905,-1.10754,0.87831,-0.925856,1.56206,1.02346,-0.176428,-0.579659,-4.45272,2.92163,-1.10754,0.87831,-0.925856,1.56206,-0.176428,-0.579659,-4.45272,2.92163,0.399905,8.43983,-0.0265278,0.840499,0.170674,-0.14871,0.130548,0.903884,0.0760696,0.267372,2.75405,1.05415,0,
22.105,0.400937,-1.10772,0.877704,-0.930279,1.56487,1.03185,-0.180084,-0.605877,-4.42314,2.80461,-1.10772,0.877704,-0.930279,1.56487,-0.180084,-0.605877,-4.42314,2.80461,0.400937,8.43702,-0.0255036,0.840575,0.17092,-0.145918,0.131563,0.904494,0.0752094,0.24589,2.78915,1.01818,0,
22.106,0.401977,-1.1079,0.877072,-0.934671,1.56755,1.04038,-0.183859,-0.632242,-4.39178,2.68582,-1.1079,0.877072,-0.934671,1.56755,-0.183859,-0.632242,-4.39178,2.68582,0.401977,8.43431,-0.0244775,0.84065,0.171144,-0.143091,0.132542,0.905142,0.0743116,0.224281,2.82395,0.981649,0,
22.107,0.403026,-1.10809,0.876413,-0.939029,1.57012,1.04905,-0.187748,-0.658746,-4.35864,2.56531,-1.10809,0.876413,-0.939029,1.57012,-0.187748,-0.658746,-4.35864,2.56531,0.403026,8.43171,-0.0234495,0.840723,0.171347,-0.14023,0.133483,0.905829,0.0733771,0.202552,2.85842,0.944593,0,
22.108,0.404084,-1.10828,0.875728,-0.943353,1.57256,1.05784,-0.191744,-0.685379,-4.3237,2.44317,-1.10828,0.875728,-0.943353,1.57256,-0.191744,-0.685379,-4.3237,2.44317,0.404084,8.42922,-0.0224195,0.840796,0.171527,-0.137335,0.134387,0.906555,0.0724065,0.180714,2.89256,0.907037,0,
22.109,0.405151,-1.10848,0.875016,-0.94764,1.57488,1.06675,-0.195842,-0.712132,-4.28697,2.31945,-1.10848,0.875016,-0.94764,1.57488,-0.195842,-0.712132,-4.28697,2.31945,0.405151,8.42684,-0.0213877,0.840868,0.171686,-0.134407,0.135253,0.907321,0.0714006,0.158774,2.92635,0.869008,0,
22.11,0.406226,-1.10868,0.874277,-0.951889,1.57707,1.07577,-0.200036,-0.738996,-4.24844,2.19421,-1.10868,0.874277,-0.951889,1.57707,-0.200036,-0.738996,-4.24844,2.19421,0.406226,8.42456,-0.0203541,0.840939,0.171823,-0.131445,0.13608,0.908127,0.0703602,0.136742,2.95977,0.830534,0,
22.111,0.407311,-1.10888,0.873511,-0.956097,1.57914,1.08491,-0.204319,-0.76596,-4.20811,2.06753,-1.10888,0.873511,-0.956097,1.57914,-0.204319,-0.76596,-4.20811,2.06753,0.407311,8.4224,-0.0193187,0.841009,0.171938,-0.12845,0.136869,0.908973,0.0692859,0.114628,2.99282,0.791644,0,
22.112,0.408405,-1.10909,0.872718,-0.960263,1.58108,1.09414,-0.208686,-0.793014,-4.16598,1.93948,-1.10909,0.872718,-0.960263,1.58108,-0.208686,-0.793014,-4.16598,1.93948,0.408405,8.42035,-0.0182816,0.841077,0.17203,-0.125422,0.137618,0.90986,0.0681786,0.0924409,3.02549,0.752365,0,
22.113,0.409509,-1.10931,0.871898,-0.964385,1.58289,1.10347,-0.213131,-0.820148,-4.12206,1.81012,-1.10931,0.871898,-0.964385,1.58289,-0.213131,-0.820148,-4.12206,1.81012,0.409509,8.4184,-0.0172428,0.841145,0.1721,-0.122362,0.138327,0.910787,0.0670388,0.070191,3.05775,0.712727,0,
22.114,0.410622,-1.10952,0.87105,-0.968461,1.58457,1.11289,-0.217649,-0.847351,-4.07634,1.67953,-1.10952,0.87105,-0.968461,1.58457,-0.217649,-0.847351,-4.07634,1.67953,0.410622,8.41656,-0.0162024,0.841211,0.172148,-0.119271,0.138996,0.911755,0.0658672,0.047888,3.0896,0.672759,0,
22.115,0.411744,-1.10975,0.870176,-0.97249,1.58612,1.12239,-0.222234,-0.874611,-4.02883,1.54777,-1.10975,0.870176,-0.97249,1.58612,-0.222234,-0.874611,-4.02883,1.54777,0.411744,8.41484,-0.0151604,0.841276,0.172174,-0.116148,0.139625,0.912763,0.0646645,0.0255423,3.12102,0.63249,0,
22.116,0.412876,-1.10997,0.869274,-0.976469,1.58753,1.13196,-0.226881,-0.901916,-3.97953,1.41492,-1.10997,0.869274,-0.976469,1.58753,-0.226881,-0.901916,-3.97953,1.41492,0.412876,8.41322,-0.0141168,0.84134,0.172177,-0.112994,0.140214,0.913812,0.0634312,0.00316421,3.15199,0.591948,0,
22.117,0.414018,-1.1102,0.868344,-0.980398,1.58881,1.1416,-0.231584,-0.929256,-3.92845,1.28106,-1.1102,0.868344,-0.980398,1.58881,-0.231584,-0.929256,-3.92845,1.28106,0.414018,8.41171,-0.0130718,0.841403,0.172158,-0.10981,0.140762,0.9149,0.062168,-0.0192357,3.18251,0.551164,0,
22.118,0.415169,-1.11044,0.867388,-0.984273,1.58996,1.15131,-0.236339,-0.956617,-3.87561,1.14625,-1.11044,0.867388,-0.984273,1.58996,-0.236339,-0.956617,-3.87561,1.14625,0.415169,8.41031,-0.0120253,0.841464,0.172116,-0.106596,0.141268,0.916028,0.0608752,-0.0416467,3.21256,0.510166,0,
22.119,0.41633,-1.11068,0.866404,-0.988094,1.59097,1.16107,-0.24114,-0.983987,-3.821,1.01058,-1.11068,0.866404,-0.988094,1.59097,-0.24114,-0.983987,-3.821,1.01058,0.41633,8.40903,-0.0109775,0.841524,0.172052,-0.103353,0.141734,0.917195,0.0595535,-0.0640578,3.24212,0.468985,0,
22.12,0.417501,-1.11093,0.865392,-0.991859,1.59184,1.17088,-0.245983,-1.01135,-3.76465,0.87412,-1.11093,0.865392,-0.991859,1.59184,-0.245983,-1.01135,-3.76465,0.87412,0.417501,8.40785,-0.0099283,0.841583,0.171965,-0.10008,0.142158,0.918401,0.0582034,-0.086458,3.27119,0.427648,0,
22.121,0.418682,-1.11118,0.864354,-0.995566,1.59258,1.18073,-0.250864,-1.0387,-3.70656,0.736949,-1.11118,0.864354,-0.995566,1.59258,-0.250864,-1.0387,-3.70656,0.736949,0.418682,8.40678,-0.00887786,0.84164,0.171857,-0.0967795,0.14254,0.919644,0.0568252,-0.108836,3.29973,0.386187,0,
22.122,0.419872,-1.11143,0.863288,-0.999212,1.59318,1.19062,-0.255777,-1.06602,-3.64676,0.599145,-1.11143,0.863288,-0.999212,1.59318,-0.255777,-1.06602,-3.64676,0.599145,0.419872,8.40582,-0.0078262,0.841696,0.171725,-0.0934509,0.142881,0.920925,0.0554195,-0.13118,3.32775,0.34463,0,
22.123,0.421073,-1.1117,0.862194,-1.0028,1.59364,1.20054,-0.260719,-1.0933,-3.58526,0.460788,-1.1117,0.862194,-1.0028,1.59364,-0.260719,-1.0933,-3.58526,0.460788,0.421073,8.40498,-0.00677338,0.84175,0.171572,-0.090095,0.14318,0.922242,0.0539865,-0.153479,3.35522,0.303006,0,
22.124,0.422283,-1.11196,0.861074,-1.00632,1.59396,1.21048,-0.265685,-1.12051,-3.52208,0.321959,-1.11196,0.861074,-1.00632,1.59396,-0.265685,-1.12051,-3.52208,0.321959,0.422283,8.40424,-0.00571947,0.841803,0.171396,-0.0867122,0.143438,0.923594,0.0525266,-0.175721,3.38213,0.261345,0,
22.125,0.423504,-1.11223,0.859926,-1.00978,1.59415,1.22043,-0.270672,-1.14766,-3.45725,0.182739,-1.11223,0.859926,-1.00978,1.59415,-0.270672,-1.14766,-3.45725,0.182739,0.423504,8.40361,-0.00466452,0.841855,0.171198,-0.0833034,0.143653,0.924981,0.0510401,-0.197895,3.40846,0.219676,0,
22.126,0.424734,-1.11251,0.858752,-1.01317,1.59419,1.2304,-0.275676,-1.17471,-3.39078,0.0432098,-1.11251,0.858752,-1.01317,1.59419,-0.275676,-1.17471,-3.39078,0.0432098,0.424734,8.40309,-0.00360859,0.841905,0.170978,-0.0798689,0.143827,0.926401,0.0495273,-0.219987,3.4342,0.178028,0,
22.127,0.425975,-1.11279,0.85755,-1.01649,1.59409,1.24037,-0.280694,-1.20166,-3.32271,-0.0965465,-1.11279,0.85755,-1.01649,1.59409,-0.280694,-1.20166,-3.32271,-0.0965465,0.425975,8.40268,-0.00255175,0.841953,0.170736,-0.0764095,0.14396,0.927854,0.0479885,-0.241987,3.45932,0.13643,0,
22.128,0.427225,-1.11307,0.856321,-1.01974,1.59386,1.25034,-0.285722,-1.2285,-3.25307,-0.236446,-1.11307,0.856321,-1.01974,1.59386,-0.285722,-1.2285,-3.25307,-0.236446,0.427225,8.40239,-0.00149405,0.842,0.170472,-0.0729257,0.144051,0.929337,0.0464239,-0.263882,3.48382,0.0949089,0,
22.129,0.428485,-1.11336,0.855066,-1.02293,1.59348,1.2603,-0.290756,-1.2552,-3.18188,-0.376406,-1.11336,0.855066,-1.02293,1.59348,-0.290756,-1.2552,-3.18188,-0.376406,0.428485,8.4022,-0.000435563,0.842046,0.170187,-0.0694183,0.1441,0.930849,0.0448337,-0.285659,3.50768,0.0534944,0,
22.13,0.429755,-1.11366,0.853784,-1.02603,1.59296,1.27025,-0.295796,-1.28176,-3.10918,-0.516342,-1.11366,0.853784,-1.02603,1.59296,-0.295796,-1.28176,-3.10918,-0.516342,0.429755,8.40212,0.000623651,0.84209,0.169879,-0.0658878,0.144108,0.93239,0.043218,-0.307307,3.53087,0.012214,0,
22.131,0.431036,-1.11396,0.852476,-1.02907,1.59231,1.28017,-0.300836,-1.30815,-3.035,-0.656169,-1.11396,0.852476,-1.02907,1.59231,-0.300836,-1.30815,-3.035,-0.656169,0.431036,8.40214,0.00168353,0.842132,0.169551,-0.0623349,0.144075,0.933957,0.041577,-0.328813,3.55339,-0.0289046,0,
22.132,0.432326,-1.11427,0.851142,-1.03203,1.59151,1.29007,-0.305876,-1.33436,-2.95938,-0.795802,-1.11427,0.851142,-1.03203,1.59151,-0.305876,-1.33436,-2.95938,-0.795802,0.432326,8.40228,0.002744,0.842172,0.1692,-0.0587604,0.144001,0.93555,0.0399108,-0.350165,3.57521,-0.0698344,0,
22.133,0.433626,-1.11458,0.849782,-1.03491,1.59058,1.29994,-0.310912,-1.36038,-2.88236,-0.935157,-1.11458,0.849782,-1.03491,1.59058,-0.310912,-1.36038,-2.88236,-0.935157,0.433626,8.40253,0.003805,0.842211,0.168829,-0.055165,0.143886,0.937165,0.0382196,-0.371349,3.59632,-0.110548,0,
22.134,0.434935,-1.11489,0.848395,-1.03772,1.5895,1.30977,-0.315942,-1.38618,-2.80398,-1.07415,-1.11489,0.848395,-1.03772,1.5895,-0.315942,-1.38618,-2.80398,-1.07415,0.434935,8.40288,0.00486647,0.842248,0.168437,-0.0515493,0.14373,0.938803,0.0365033,-0.392355,3.61671,-0.15102,0,
22.135,0.436255,-1.11521,0.846984,-1.04044,1.58829,1.31956,-0.320964,-1.41176,-2.72429,-1.21269,-1.11521,0.846984,-1.04044,1.58829,-0.320964,-1.41176,-2.72429,-1.21269,0.436255,8.40334,0.00592833,0.842283,0.168024,-0.0479142,0.143534,0.94046,0.0347621,-0.413168,3.63634,-0.191224,0,
22.136,0.437584,-1.11554,0.845546,-1.04308,1.58694,1.3293,-0.325977,-1.4371,-2.64333,-1.3507,-1.11554,0.845546,-1.04308,1.58694,-0.325977,-1.4371,-2.64333,-1.3507,0.437584,8.40391,0.00699052,0.842317,0.16759,-0.0442603,0.143299,0.942135,0.0329961,-0.433777,3.65522,-0.231134,0,
22.137,0.438923,-1.11587,0.844084,-1.04564,1.58545,1.33898,-0.330979,-1.46217,-2.56114,-1.48809,-1.11587,0.844084,-1.04564,1.58545,-0.330979,-1.46217,-2.56114,-1.48809,0.438923,8.40459,0.00805297,0.842349,0.167136,-0.0405885,0.143023,0.943827,0.0312053,-0.45417,3.67331,-0.270726,0,
22.138,0.440272,-1.11621,0.842597,-1.04812,1.58383,1.34861,-0.335967,-1.48698,-2.47779,-1.62477,-1.11621,0.842597,-1.04812,1.58383,-0.335967,-1.48698,-2.47779,-1.62477,0.440272,8.40538,0.00911561,0.842379,0.166661,-0.0368996,0.142708,0.945533,0.0293897,-0.474334,3.69061,-0.309974,0,
22.139,0.44163,-1.11655,0.841086,-1.05052,1.58207,1.35817,-0.340942,-1.51149,-2.39331,-1.76066,-1.11655,0.841086,-1.05052,1.58207,-0.340942,-1.51149,-2.39331,-1.76066,0.44163,8.40627,0.0101784,0.842407,0.166167,-0.0331943,0.142355,0.947252,0.0275493,-0.494257,3.70709,-0.348857,0,
22.14,0.442998,-1.11689,0.83955,-1.05282,1.58017,1.36766,-0.3459,-1.53569,-2.30777,-1.89569,-1.11689,0.83955,-1.05282,1.58017,-0.3459,-1.53569,-2.30777,-1.89569,0.442998,8.40727,0.0112412,0.842433,0.165653,-0.0294735,0.141962,0.948981,0.0256843,-0.513926,3.72274,-0.387349,0,
22.141,0.444375,-1.11725,0.837991,-1.05504,1.57814,1.37708,-0.350841,-1.55957,-2.22121,-2.02975,-1.11725,0.837991,-1.05504,1.57814,-0.350841,-1.55957,-2.22121,-2.02975,0.444375,8.40838,0.012304,0.842458,0.16512,-0.0257381,0.141532,0.950719,0.0237947,-0.53333,3.73755,-0.425429,0,
22.142,0.445761,-1.1176,0.836407,-1.05718,1.57598,1.38642,-0.355764,-1.58311,-2.1337,-2.16278,-1.1176,0.836407,-1.05718,1.57598,-0.355764,-1.58311,-2.1337,-2.16278,0.445761,8.40959,0.0133667,0.84248,0.164567,-0.0219889,0.141064,0.952463,0.0218806,-0.552456,3.75149,-0.463075,0,
22.143,0.447157,-1.11796,0.834801,-1.05922,1.57368,1.39568,-0.360668,-1.60631,-2.04529,-2.29468,-1.11796,0.834801,-1.05922,1.57368,-0.360668,-1.60631,-2.04529,-2.29468,0.447157,8.41091,0.0144292,0.842501,0.163996,-0.0182268,0.140559,0.954211,0.0199419,-0.571294,3.76455,-0.500265,0,
22.144,0.448562,-1.11833,0.833172,-1.06118,1.57126,1.40485,-0.365551,-1.62913,-1.95605,-2.42538,-1.11833,0.833172,-1.06118,1.57126,-0.365551,-1.62913,-1.95605,-2.42538,0.448562,8.41233,0.0154916,0.842519,0.163406,-0.0144526,0.140016,0.955962,0.0179789,-0.589831,3.77671,-0.53698,0,
22.145,0.449976,-1.1187,0.83152,-1.06305,1.5687,1.41393,-0.370413,-1.65157,-1.86602,-2.5548,-1.1187,0.83152,-1.06305,1.5687,-0.370413,-1.65157,-1.86602,-2.5548,0.449976,8.41386,0.0165536,0.842536,0.162798,-0.0106673,0.139438,0.957714,0.0159916,-0.608056,3.78797,-0.573199,0,
22.146,0.451399,-1.11907,0.829847,-1.06482,1.56602,1.42291,-0.375253,-1.67361,-1.77529,-2.68286,-1.11907,0.829847,-1.06482,1.56602,-0.375253,-1.67361,-1.77529,-2.68286,0.451399,8.4155,0.0176152,0.842551,0.162172,-0.00687184,0.138824,0.959464,0.0139802,-0.625958,3.7983,-0.608904,0,
22.147,0.45283,-1.11945,0.828152,-1.0665,1.56321,1.43179,-0.38007,-1.69524,-1.6839,-2.80948,-1.11945,0.828152,-1.0665,1.56321,-0.38007,-1.69524,-1.6839,-2.80948,0.45283,8.41724,0.0186764,0.842563,0.161529,-0.00306708,0.138174,0.96121,0.0119448,-0.643526,3.80769,-0.644076,0,
22.148,0.454271,-1.11984,0.826435,-1.0681,1.56028,1.44057,-0.384864,-1.71645,-1.59193,-2.93458,-1.11984,0.826435,-1.0681,1.56028,-0.384864,-1.71645,-1.59193,-2.93458,0.454271,8.41908,0.0197371,0.842574,0.160868,0.000745997,0.13749,0.96295,0.00988557,-0.660749,3.81612,-0.678698,0,
22.149,0.45572,-1.12023,0.824698,-1.0696,1.55722,1.44924,-0.389632,-1.73722,-1.49943,-3.05808,-1.12023,0.824698,-1.0696,1.55722,-0.389632,-1.73722,-1.49943,-3.05808,0.45572,8.42103,0.0207972,0.842582,0.16019,0.00456643,0.136772,0.964683,0.00780283,-0.677617,3.82359,-0.712753,0,
22.15,0.457178,-1.12062,0.82294,-1.071,1.55404,1.45779,-0.394375,-1.75754,-1.40648,-3.17992,-1.12062,0.82294,-1.071,1.55404,-0.394375,-1.75754,-1.40648,-3.17992,0.457178,8.42308,0.0218567,0.842589,0.159496,0.00839325,0.13602,0.966406,0.00569682,-0.69412,3.83007,-0.746226,0,
22.151,0.458644,-1.12102,0.821163,-1.07232,1.55074,1.46624,-0.399092,-1.77739,-1.31314,-3.30003,-1.12102,0.821163,-1.07232,1.55074,-0.399092,-1.77739,-1.31314,-3.30003,0.458644,8.42524,0.0229154,0.842593,0.158786,0.0122255,0.135235,0.968117,0.00356783,-0.710248,3.83557,-0.779102,0,
22.152,0.460119,-1.12142,0.819366,-1.07353,1.54732,1.47456,-0.403781,-1.79677,-1.21948,-3.41832,-1.12142,0.819366,-1.07353,1.54732,-0.403781,-1.79677,-1.21948,-3.41832,0.460119,8.4275,0.0239734,0.842595,0.15806,0.0160621,0.134418,0.969815,0.00141622,-0.725991,3.84006,-0.811367,0,
22.153,0.461601,-1.12183,0.817551,-1.07466,1.54378,1.48276,-0.408442,-1.81566,-1.12557,-3.53473,-1.12183,0.817551,-1.07466,1.54378,-0.408442,-1.81566,-1.12557,-3.53473,0.461601,8.42987,0.0250305,0.842595,0.157319,0.0199021,0.13357,0.971498,-0.000757615,-0.74134,3.84353,-0.843007,0,
22.154,0.463092,-1.12225,0.815717,-1.07569,1.54014,1.49084,-0.413073,-1.83405,-1.03148,-3.6492,-1.12225,0.815717,-1.07569,1.54014,-0.413073,-1.83405,-1.03148,-3.6492,0.463092,8.43233,0.0260866,0.842593,0.156562,0.0237445,0.13269,0.973163,-0.00295322,-0.756286,3.84598,-0.87401,0,
22.155,0.464591,-1.12266,0.813865,-1.07663,1.53637,1.49879,-0.417674,-1.85194,-0.937268,-3.76166,-1.12266,0.813865,-1.07663,1.53637,-0.417674,-1.85194,-0.937268,-3.76166,0.464591,8.4349,0.0271418,0.842589,0.155792,0.0275882,0.13178,0.974809,-0.00517011,-0.770821,3.84739,-0.904365,0,
22.156,0.466098,-1.12309,0.811995,-1.07747,1.5325,1.50661,-0.422244,-1.8693,-0.84301,-3.87205,-1.12309,0.811995,-1.07747,1.5325,-0.422244,-1.8693,-0.84301,-3.87205,0.466098,8.43758,0.0281959,0.842582,0.155007,0.0314322,0.13084,0.976434,-0.00740773,-0.784937,3.84776,-0.93406,0,
22.157,0.467612,-1.12351,0.810109,-1.07822,1.52852,1.5143,-0.426781,-1.88614,-0.748773,-3.9803,-1.12351,0.810109,-1.07822,1.52852,-0.426781,-1.88614,-0.748773,-3.9803,0.467612,8.44035,0.0292488,0.842573,0.154208,0.0352755,0.129871,0.978037,-0.00966548,-0.798625,3.84708,-0.963087,0,
22.158,0.469134,-1.12394,0.808207,-1.07888,1.52444,1.52185,-0.431284,-1.90244,-0.654626,-4.08635,-1.12394,0.808207,-1.07888,1.52444,-0.431284,-1.90244,-0.654626,-4.08635,0.469134,8.44323,0.0303006,0.842562,0.153396,0.039117,0.128874,0.979615,-0.0119427,-0.811878,3.84535,-0.991436,0,
