t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
0.075,0.550231,-1.1509,0.675718,-0.738268,1.32416,-0.0182499,-0.372062,1.08402,-2.74401,5.47179,-1.1509,0.675718,-0.738268,1.32416,-0.372062,1.08402,-2.74401,5.47179,0.550231,0.406976,0.0533527,0.83868,0.0750475,-0.0202577,0.0499668,0.0725499,-0.10553,0.693705,-0.711423,1.57577,0,
0.076,0.550212,-1.15126,0.676785,-0.741005,1.32964,-0.0194714,-0.362112,1.06755,-2.73735,5.48015,-1.15126,0.676785,-0.741005,1.32964,-0.362112,1.06755,-2.73735,5.48015,0.550212,0.412419,0.0533876,0.838578,0.0757335,-0.0209673,0.0515511,0.0752709,-0.102804,0.685971,-0.708438,1.58736,0,
0.077,0.550191,-1.15162,0.677836,-0.743735,1.33513,-0.0207098,-0.352145,1.05114,-2.72989,5.48544,-1.15162,0.677836,-0.743735,1.33513,-0.352145,1.05114,-2.72989,5.48544,0.550191,0.417868,0.0534237,0.838477,0.0764118,-0.0216734,0.053146,0.0778548,-0.10007,0.678285,-0.704884,1.59801,0,
0.078,0.550169,-1.15196,0.678871,-0.746457,1.34062,-0.0219618,-0.342166,1.03477,-2.72165,5.48769,-1.15196,0.678871,-0.746457,1.34062,-0.342166,1.03477,-2.72165,5.48769,0.550169,0.423322,0.0534609,0.83838,0.0770824,-0.0223753,0.0547506,0.0803034,-0.0973283,0.670646,-0.700774,1.60773,0,
0.079,0.550146,-1.15229,0.67989,-0.749169,1.3461,-0.0232244,-0.332183,1.01846,-2.71264,5.48692,-1.15229,0.67989,-0.749169,1.3461,-0.332183,1.01846,-2.71264,5.48692,0.550146,0.42878,0.0534992,0.838286,0.0777455,-0.0230727,0.056364,0.0826189,-0.0945823,0.663054,-0.696123,1.6165,0,
0.08,0.550122,-1.15261,0.680892,-0.751872,1.35159,-0.0244942,-0.322204,1.00221,-2.70285,5.48317,-1.15261,0.680892,-0.751872,1.35159,-0.322204,1.00221,-2.70285,5.48317,0.550122,0.434244,0.0535386,0.838194,0.078401,-0.0237648,0.0579852,0.0848032,-0.0918336,0.655508,-0.690943,1.62433,0,
0.081,0.550096,-1.15292,0.681878,-0.754564,1.35706,-0.0257684,-0.312235,0.986011,-2.69229,5.47648,-1.15292,0.681878,-0.754564,1.35706,-0.312235,0.986011,-2.69229,5.47648,0.550096,0.439713,0.053579,0.838105,0.079049,-0.0244513,0.0596133,0.0868583,-0.0890841,0.648008,-0.685249,1.6312,0,
0.082,0.550069,-1.15323,0.682848,-0.757245,1.36253,-0.0270438,-0.302282,0.96988,-2.68098,5.46687,-1.15323,0.682848,-0.757245,1.36253,-0.302282,0.96988,-2.68098,5.46687,0.550069,0.445187,0.0536206,0.838018,0.0796896,-0.0251316,0.0612474,0.0887863,-0.086336,0.640554,-0.679056,1.6371,0,
0.083,0.55004,-1.15352,0.683801,-0.759914,1.36799,-0.0283177,-0.292354,0.953815,-2.66893,5.45439,-1.15352,0.683801,-0.759914,1.36799,-0.292354,0.953815,-2.66893,5.45439,0.55004,0.450666,0.0536632,0.837935,0.0803227,-0.0258052,0.0628864,0.0905894,-0.083591,0.633144,-0.672376,1.64204,0,
0.084,0.550011,-1.1538,0.684739,-0.762571,1.37342,-0.0295874,-0.282455,0.93782,-2.65614,5.43906,-1.1538,0.684739,-0.762571,1.37342,-0.282455,0.93782,-2.65614,5.43906,0.550011,0.456152,0.0537069,0.837854,0.0809485,-0.0264716,0.0645294,0.0922697,-0.080851,0.625778,-0.665224,1.64602,0,
0.085,0.54998,-1.15407,0.685661,-0.765213,1.37885,-0.0308499,-0.272591,0.921898,-2.64262,5.42094,-1.15407,0.685661,-0.765213,1.37885,-0.272591,0.921898,-2.64262,5.42094,0.54998,0.461642,0.0537517,0.837776,0.0815669,-0.0271304,0.0661754,0.0938293,-0.0781177,0.618456,-0.657614,1.64902,0,
0.086,0.549948,-1.15434,0.686567,-0.767842,1.38425,-0.0321029,-0.26277,0.906051,-2.62838,5.40005,-1.15434,0.686567,-0.767842,1.38425,-0.26277,0.906051,-2.62838,5.40005,0.549948,0.467139,0.0537975,0.837701,0.0821781,-0.0277812,0.0678235,0.0952704,-0.0753931,0.611178,-0.64956,1.65105,0,
0.087,0.549915,-1.15459,0.687457,-0.770455,1.38962,-0.0333436,-0.252997,0.890283,-2.61344,5.37643,-1.15459,0.687457,-0.770455,1.38962,-0.252997,0.890283,-2.61344,5.37643,0.549915,0.472641,0.0538444,0.837628,0.0827821,-0.0284235,0.0694726,0.0965952,-0.0726787,0.603943,-0.641077,1.6521,0,
0.088,0.54988,-1.15483,0.688332,-0.773053,1.39497,-0.0345697,-0.243277,0.874597,-2.59779,5.35013,-1.15483,0.688332,-0.773053,1.39497,-0.243277,0.874597,-2.59779,5.35013,0.54988,0.478149,0.0538923,0.837558,0.0833788,-0.0290568,0.0711219,0.097806,-0.0699762,0.59675,-0.632178,1.65218,0,
0.089,0.549844,-1.15507,0.689191,-0.775634,1.40029,-0.0357788,-0.233616,0.858995,-2.58146,5.32118,-1.15507,0.689191,-0.775634,1.40029,-0.233616,0.858995,-2.58146,5.32118,0.549844,0.483663,0.0539412,0.837491,0.0839684,-0.0296809,0.0727704,0.0989048,-0.0672872,0.5896,-0.622876,1.65129,0,
0.09,0.549807,-1.15529,0.690035,-0.778199,1.40558,-0.0369685,-0.224019,0.843479,-2.56446,5.28963,-1.15529,0.690035,-0.778199,1.40558,-0.224019,0.843479,-2.56446,5.28963,0.549807,0.489182,0.0539912,0.837426,0.0845509,-0.0302952,0.074417,0.0998939,-0.0646133,0.582492,-0.613187,1.64942,0,
0.091,0.549769,-1.15551,0.690863,-0.780745,1.41084,-0.0381366,-0.214491,0.828053,-2.54678,5.25551,-1.15551,0.690863,-0.780745,1.41084,-0.214491,0.828053,-2.54678,5.25551,0.549769,0.494708,0.0540422,0.837364,0.0851263,-0.0308995,0.0760608,0.100776,-0.0619561,0.575425,-0.603123,1.64657,0,
0.092,0.54973,-1.15571,0.691675,-0.783274,1.41606,-0.039281,-0.205038,0.812718,-2.52845,5.21887,-1.15571,0.691675,-0.783274,1.41606,-0.205038,0.812718,-2.52845,5.21887,0.54973,0.500241,0.0540942,0.837305,0.0856947,-0.0314934,0.0777008,0.101552,-0.0593169,0.568399,-0.592699,1.64276,0,
0.093,0.549689,-1.15591,0.692473,-0.785783,1.42124,-0.0403995,-0.195664,0.797477,-2.50947,5.17975,-1.15591,0.692473,-0.785783,1.42124,-0.195664,0.797477,-2.50947,5.17975,0.549689,0.505779,0.0541472,0.837248,0.0862561,-0.0320764,0.0793361,0.102225,-0.0566972,0.561413,-0.581927,1.63798,0,
0.094,0.549648,-1.15609,0.693255,-0.788273,1.42637,-0.0414901,-0.186373,0.782332,-2.48986,5.13818,-1.15609,0.693255,-0.788273,1.42637,-0.186373,0.782332,-2.48986,5.13818,0.549648,0.511324,0.0542012,0.837194,0.0868106,-0.0326483,0.0809657,0.102798,-0.0540984,0.554468,-0.570821,1.63223,0,
0.095,0.549605,-1.15627,0.694022,-0.790743,1.43147,-0.0425509,-0.177171,0.767286,-2.46962,5.09422,-1.15627,0.694022,-0.790743,1.43147,-0.177171,0.767286,-2.46962,5.09422,0.549605,0.516875,0.0542562,0.837143,0.0873582,-0.0332088,0.0825886,0.103271,-0.0515218,0.547563,-0.559393,1.62552,0,
0.096,0.549562,-1.15644,0.694775,-0.793192,1.43652,-0.0435799,-0.168062,0.752339,-2.44877,5.04789,-1.15644,0.694775,-0.793192,1.43652,-0.168062,0.752339,-2.44877,5.04789,0.549562,0.522432,0.0543121,0.837094,0.0878989,-0.0337575,0.084204,0.103649,-0.0489688,0.540698,-0.547658,1.61785,0,
0.097,0.549517,-1.1566,0.695512,-0.795619,1.44152,-0.0445754,-0.159049,0.737496,-2.42731,4.99925,-1.1566,0.695512,-0.795619,1.44152,-0.159049,0.737496,-2.42731,4.99925,0.549517,0.527996,0.054369,0.837047,0.0884327,-0.0342942,0.0858107,0.103932,-0.0464405,0.533872,-0.535627,1.60923,0,
0.098,0.549472,-1.15675,0.696235,-0.798024,1.44646,-0.0455355,-0.150137,0.722756,-2.40526,4.94834,-1.15675,0.696235,-0.798024,1.44646,-0.150137,0.722756,-2.40526,4.94834,0.549472,0.533567,0.0544269,0.837003,0.0889598,-0.0348185,0.087408,0.104122,-0.0439383,0.527084,-0.523314,1.59966,0,
0.099,0.549425,-1.15689,0.696943,-0.800407,1.45136,-0.0464586,-0.141329,0.708123,-2.38263,4.89519,-1.15689,0.696943,-0.800407,1.45136,-0.141329,0.708123,-2.38263,4.89519,0.549425,0.539144,0.0544857,0.836962,0.0894802,-0.0353302,0.0889948,0.104223,-0.0414631,0.520335,-0.51073,1.58915,0,
0.1,0.549378,-1.15702,0.697637,-0.802766,1.4562,-0.047343,-0.13263,0.693598,-2.35942,4.83985,-1.15702,0.697637,-0.802766,1.4562,-0.13263,0.693598,-2.35942,4.83985,0.549378,0.544728,0.0545454,0.836923,0.0899938,-0.0358291,0.0905702,0.104236,-0.0390162,0.513624,-0.497888,1.57771,0,
0.101,0.54933,-1.15714,0.698316,-0.805102,1.46098,-0.0481871,-0.124043,0.679182,-2.33565,4.78237,-1.15714,0.698316,-0.805102,1.46098,-0.124043,0.679182,-2.33565,4.78237,0.54933,0.550319,0.0546061,0.836886,0.0905007,-0.0363148,0.0921333,0.104163,-0.0365987,0.506951,-0.484799,1.56534,0,
0.102,0.549281,-1.15726,0.698981,-0.807413,1.4657,-0.0489895,-0.115572,0.664877,-2.31133,4.72277,-1.15726,0.698981,-0.807413,1.4657,-0.115572,0.664877,-2.31133,4.72277,0.549281,0.555917,0.0546677,0.836852,0.0910011,-0.0367872,0.0936832,0.104006,-0.0342115,0.500316,-0.471476,1.55205,0,
0.103,0.549231,-1.15737,0.699631,-0.8097,1.47037,-0.0497486,-0.107219,0.650685,-2.28647,4.66111,-1.15737,0.699631,-0.8097,1.47037,-0.107219,0.650685,-2.28647,4.66111,0.549231,0.561522,0.0547302,0.83682,0.0914948,-0.037246,0.095219,0.103768,-0.0318557,0.493717,-0.457929,1.53785,0,
0.104,0.549181,-1.15747,0.700268,-0.811961,1.47496,-0.0504631,-0.0989881,0.636607,-2.26107,4.59743,-1.15747,0.700268,-0.811961,1.47496,-0.0989881,0.636607,-2.26107,4.59743,0.549181,0.567133,0.0547936,0.836791,0.0919819,-0.037691,0.0967397,0.10345,-0.0295323,0.487156,-0.44417,1.52275,0,
0.105,0.549129,-1.15756,0.700891,-0.814196,1.4795,-0.0511316,-0.0908821,0.622644,-2.23515,4.53177,-1.15756,0.700891,-0.814196,1.4795,-0.0908821,0.622644,-2.23515,4.53177,0.549129,0.572752,0.0548579,0.836763,0.0924626,-0.0381221,0.0982444,0.103055,-0.027242,0.480631,-0.43021,1.50675,0,
0.106,0.549078,-1.15764,0.7015,-0.816405,1.48396,-0.0517527,-0.0829039,0.608799,-2.20872,4.46417,-1.15764,0.7015,-0.816405,1.48396,-0.0829039,0.608799,-2.20872,4.46417,0.549078,0.578378,0.054923,0.836738,0.0929367,-0.0385389,0.0997324,0.102584,-0.0249859,0.474142,-0.41606,1.48987,0,
0.107,0.549025,-1.15772,0.702095,-0.818586,1.48835,-0.0523254,-0.0750562,0.595071,-2.18178,4.39466,-1.15772,0.702095,-0.818586,1.48835,-0.0750562,0.595071,-2.18178,4.39466,0.549025,0.584011,0.054989,0.836716,0.0934044,-0.0389414,0.101203,0.10204,-0.0227648,0.467689,-0.40173,1.47212,0,
0.108,0.548972,-1.15778,0.702676,-0.820741,1.49268,-0.0528484,-0.0673417,0.581462,-2.15435,4.32331,-1.15778,0.702676,-0.820741,1.49268,-0.0673417,0.581462,-2.15435,4.32331,0.548972,0.589651,0.0550559,0.836695,0.0938657,-0.0393293,0.102654,0.101424,-0.0205795,0.461272,-0.38723,1.4535,0,
0.109,0.548919,-1.15784,0.703244,-0.822867,1.49693,-0.0533206,-0.059763,0.567974,-2.12643,4.25013,-1.15784,0.703244,-0.822867,1.49693,-0.059763,0.567974,-2.12643,4.25013,0.548919,0.595299,0.0551236,0.836677,0.0943206,-0.0397026,0.104087,0.100739,-0.0184306,0.45489,-0.37257,1.43404,0,
0.11,0.548865,-1.15789,0.703799,-0.824965,1.5011,-0.0537408,-0.0523223,0.554607,-2.09804,4.17518,-1.15789,0.703799,-0.824965,1.5011,-0.0523223,0.554607,-2.09804,4.17518,0.548865,0.600954,0.0551921,0.83666,0.0947691,-0.040061,0.105499,0.0999858,-0.016319,0.448544,-0.35776,1.41373,0,
0.111,0.548811,-1.15794,0.70434,-0.827034,1.5052,-0.0541081,-0.0450219,0.541362,-2.06918,4.0985,-1.15794,0.70434,-0.827034,1.5052,-0.0450219,0.541362,-2.06918,4.0985,0.548811,0.606616,0.0552615,0.836646,0.0952113,-0.0404045,0.10689,0.0991671,-0.0142454,0.442232,-0.34281,1.3926,0,
0.112,0.548757,-1.15798,0.704868,-0.829074,1.50922,-0.0544215,-0.0378641,0.528241,-2.03986,4.02013,-1.15798,0.704868,-0.829074,1.50922,-0.0378641,0.528241,-2.03986,4.02013,0.548757,0.612286,0.0553316,0.836634,0.0956473,-0.0407328,0.108259,0.0982846,-0.0122104,0.435955,-0.327729,1.37065,0,
0.113,0.548702,-1.15801,0.705383,-0.831084,1.51316,-0.0546801,-0.0308507,0.515244,-2.01009,3.94011,-1.15801,0.705383,-0.831084,1.51316,-0.0308507,0.515244,-2.01009,3.94011,0.548702,0.617964,0.0554026,0.836624,0.096077,-0.0410459,0.109605,0.09734,-0.0102145,0.429713,-0.312525,1.34791,0,
0.114,0.548647,-1.15803,0.705886,-0.833064,1.51702,-0.054883,-0.0239837,0.502371,-1.97988,3.85847,-1.15803,0.705886,-0.833064,1.51702,-0.0239837,0.502371,-1.97988,3.85847,0.548647,0.623649,0.0554744,0.836615,0.0965005,-0.0413436,0.110928,0.0963353,-0.00825854,0.423505,-0.297207,1.32437,0,
0.115,0.548592,-1.15805,0.706375,-0.835013,1.5208,-0.0550293,-0.0172649,0.489625,-1.94924,3.77527,-1.15805,0.706375,-0.835013,1.5208,-0.0172649,0.489625,-1.94924,3.77527,0.548592,0.629342,0.0555469,0.836609,0.0969178,-0.0416259,0.112227,0.0952724,-0.00634289,0.417331,-0.281784,1.30006,0,
0.116,0.548537,-1.15806,0.706852,-0.836932,1.52449,-0.0551183,-0.0106959,0.477005,-1.91818,3.69054,-1.15806,0.706852,-0.836932,1.52449,-0.0106959,0.477005,-1.91818,3.69054,0.548537,0.635043,0.0556202,0.836605,0.097329,-0.0418926,0.113501,0.0941528,-0.00446812,0.41119,-0.266264,1.27499,0,
0.117,0.548482,-1.15806,0.707317,-0.838818,1.52809,-0.0551493,-0.0042784,0.464511,-1.88669,3.60432,-1.15806,0.707317,-0.838818,1.52809,-0.0042784,0.464511,-1.88669,3.60432,0.548482,0.640751,0.0556942,0.836602,0.0977341,-0.0421437,0.114749,0.0929786,-0.00263472,0.405084,-0.250655,1.24917,0,
0.118,0.548427,-1.15806,0.707769,-0.840673,1.53161,-0.0551214,0.00198621,0.452146,-1.8548,3.51665,-1.15806,0.707769,-0.840673,1.53161,0.00198621,0.452146,-1.8548,3.51665,0.548427,0.646467,0.055769,0.836601,0.0981331,-0.042379,0.11597,0.0917513,-0.00084314,0.399011,-0.234965,1.22262,0,
0.119,0.548372,-1.15805,0.708209,-0.842496,1.53503,-0.0550342,0.00809655,0.439908,-1.82251,3.42757,-1.15805,0.708209,-0.842496,1.53503,0.00809655,0.439908,-1.82251,3.42757,0.548372,0.652191,0.0558446,0.836602,0.0985261,-0.0425986,0.117165,0.0904728,0.000906195,0.392971,-0.219201,1.19536,0,
0.12,0.548317,-1.15804,0.708637,-0.844285,1.53837,-0.054887,0.0140514,0.4278,-1.78983,3.33713,-1.15804,0.708637,-0.844285,1.53837,0.0140514,0.4278,-1.78983,3.33713,0.548317,0.657924,0.0559208,0.836605,0.0989131,-0.0428023,0.118331,0.0891448,0.00261289,0.386964,-0.20337,1.1674,0,
0.121,0.548262,-1.15802,0.709053,-0.846042,1.54162,-0.0546792,0.0198495,0.41582,-1.75676,3.24536,-1.15802,0.709053,-0.846042,1.54162,0.0198495,0.41582,-1.75676,3.24536,0.548262,0.663664,0.0559978,0.836609,0.099294,-0.0429901,0.119469,0.0877688,0.00427658,0.380991,-0.187479,1.13876,0,
0.122,0.548208,-1.158,0.709457,-0.847766,1.54477,-0.0544103,0.0254899,0.40397,-1.72332,3.1523,-1.158,0.709457,-0.847766,1.54477,0.0254899,0.40397,-1.72332,3.1523,0.548208,0.669412,0.0560754,0.836615,0.0996691,-0.0431619,0.120577,0.0863466,0.00589693,0.37505,-0.171535,1.10945,0,
0.123,0.548154,-1.15796,0.709849,-0.849455,1.54783,-0.0540798,0.0309715,0.392251,-1.6895,3.058,-1.15796,0.709849,-0.849455,1.54783,0.0309715,0.392251,-1.6895,3.058,0.548154,0.675168,0.0561538,0.836622,0.100038,-0.0433177,0.121656,0.0848798,0.00747363,0.369142,-0.155545,1.07949,0,
0.124,0.5481,-1.15793,0.71023,-0.85111,1.55079,-0.0536873,0.0362936,0.380661,-1.65532,2.96249,-1.15793,0.71023,-0.85111,1.55079,0.0362936,0.380661,-1.65532,2.96249,0.5481,0.680933,0.0562328,0.836631,0.100402,-0.0434574,0.122704,0.0833701,0.00900641,0.363267,-0.139515,1.04889,0,
0.125,0.548047,-1.15789,0.710599,-0.852731,1.55366,-0.0532323,0.0414552,0.369202,-1.62079,2.86581,-1.15789,0.710599,-0.852731,1.55366,0.0414552,0.369202,-1.62079,2.86581,0.548047,0.686705,0.0563125,0.836642,0.100759,-0.043581,0.123721,0.081819,0.010495,0.357425,-0.123451,1.01768,0,
0.126,0.547994,-1.15784,0.710957,-0.854317,1.55642,-0.0527146,0.0464558,0.357874,-1.5859,2.768,-1.15784,0.710957,-0.854317,1.55642,0.0464558,0.357874,-1.5859,2.768,0.547994,0.692486,0.0563929,0.836654,0.101111,-0.0436886,0.124706,0.0802281,0.0119392,0.351615,-0.107358,0.985879,0,
0.127,0.547942,-1.15779,0.711303,-0.855868,1.55909,-0.0521338,0.0512947,0.346677,-1.55068,2.66911,-1.15779,0.711303,-0.855868,1.55909,0.0512947,0.346677,-1.55068,2.66911,0.547942,0.698275,0.0564738,0.836667,0.101456,-0.0437799,0.125659,0.078599,0.0133388,0.345838,-0.0912434,0.953495,0,
0.128,0.547891,-1.15773,0.711639,-0.857383,1.56166,-0.0514895,0.0559713,0.335612,-1.51512,2.56917,-1.15773,0.711639,-0.857383,1.56166,0.0559713,0.335612,-1.51512,2.56917,0.547891,0.704073,0.0565555,0.836682,0.101796,-0.0438552,0.126579,0.0769332,0.0146936,0.340094,-0.0751115,0.920549,0,
0.129,0.54784,-1.15767,0.711964,-0.858862,1.56413,-0.0507816,0.0604853,0.324678,-1.47924,2.46822,-1.15767,0.711964,-0.858862,1.56413,0.0604853,0.324678,-1.47924,2.46822,0.54784,0.709879,0.0566377,0.836698,0.102131,-0.0439142,0.127466,0.0752321,0.0160035,0.334382,-0.0589679,0.887061,0,
0.13,0.54779,-1.15761,0.712277,-0.860305,1.5665,-0.0500099,0.0648362,0.313876,-1.44303,2.3663,-1.15761,0.712277,-0.860305,1.5665,0.0648362,0.313876,-1.44303,2.3663,0.54779,0.715693,0.0567206,0.836715,0.10246,-0.0439571,0.128318,0.0734974,0.0172683,0.328702,-0.0428177,0.85305,0,
0.131,0.547741,-1.15754,0.712581,-0.861712,1.56876,-0.049174,0.0690237,0.303205,-1.40651,2.26345,-1.15754,0.712581,-0.861712,1.56876,0.0690237,0.303205,-1.40651,2.26345,0.547741,0.721516,0.056804,0.836734,0.102783,-0.0439838,0.129136,0.0717304,0.0184879,0.323055,-0.0266657,0.818534,0,
0.132,0.547692,-1.15747,0.712873,-0.863081,1.57092,-0.048274,0.0730477,0.292667,-1.36968,2.15972,-1.15747,0.712873,-0.863081,1.57092,0.0730477,0.292667,-1.36968,2.15972,0.547692,0.727347,0.0568881,0.836753,0.1031,-0.0439944,0.129919,0.0699327,0.0196623,0.317441,-0.0105168,0.783534,0,
0.133,0.547645,-1.15739,0.713156,-0.864414,1.57297,-0.0473096,0.076908,0.28226,-1.33256,2.05513,-1.15739,0.713156,-0.864414,1.57297,0.076908,0.28226,-1.33256,2.05513,0.547645,0.733187,0.0569727,0.836774,0.103412,-0.0439888,0.130667,0.0681056,0.0207914,0.311859,0.00562446,0.748068,0,
0.134,0.547599,-1.15731,0.713428,-0.865709,1.57492,-0.0462809,0.0806045,0.271986,-1.29514,1.94974,-1.15731,0.713428,-0.865709,1.57492,0.0806045,0.271986,-1.29514,1.94974,0.547599,0.739035,0.0570579,0.836796,0.103718,-0.043967,0.131379,0.0662506,0.0218752,0.30631,0.0217537,0.712157,0,
0.135,0.547554,-1.15722,0.713689,-0.866966,1.57677,-0.0451876,0.0841372,0.261844,-1.25743,1.84357,-1.15722,0.713689,-0.866966,1.57677,0.0841372,0.261844,-1.25743,1.84357,0.547554,0.744892,0.0571436,0.836819,0.104019,-0.0439291,0.132054,0.0643691,0.0229135,0.300793,0.0378666,0.67582,0,
0.136,0.547509,-1.15714,0.713941,-0.868186,1.5785,-0.0440299,0.0875061,0.251833,-1.21945,1.73667,-1.15714,0.713941,-0.868186,1.5785,0.0875061,0.251833,-1.21945,1.73667,0.547509,0.750758,0.0572299,0.836843,0.104314,-0.0438751,0.132693,0.0624624,0.0239066,0.295309,0.0539591,0.639079,0,
0.137,0.547467,-1.15705,0.714183,-0.869367,1.58013,-0.0428077,0.0907114,0.241955,-1.18119,1.62908,-1.15705,0.714183,-0.869367,1.58013,0.0907114,0.241955,-1.18119,1.62908,0.547467,0.756632,0.0573167,0.836868,0.104604,-0.0438051,0.133295,0.0605319,0.0248542,0.289859,0.0700272,0.601952,0,
0.138,0.547425,-1.15695,0.714415,-0.87051,1.58165,-0.041521,0.0937533,0.232209,-1.14266,1.52084,-1.15695,0.714415,-0.87051,1.58165,0.0937533,0.232209,-1.14266,1.52084,0.547425,0.762515,0.057404,0.836893,0.104889,-0.043719,0.133859,0.058579,0.0257566,0.284441,0.0860669,0.564462,0,
0.139,0.547385,-1.15686,0.714638,-0.871614,1.58307,-0.04017,0.096632,0.222595,-1.10388,1.41199,-1.15686,0.714638,-0.871614,1.58307,0.096632,0.222595,-1.10388,1.41199,0.547385,0.768407,0.0574918,0.83692,0.105168,-0.0436168,0.134386,0.0566049,0.0266137,0.279057,0.102075,0.526629,0,
0.14,0.547346,-1.15676,0.714851,-0.872678,1.58437,-0.0387547,0.0993478,0.213113,-1.06484,1.30257,-1.15676,0.714851,-0.872678,1.58437,0.0993478,0.213113,-1.06484,1.30257,0.547346,0.774307,0.0575802,0.836947,0.105441,-0.0434987,0.134874,0.0546111,0.0274257,0.273706,0.118047,0.488474,0,
0.141,0.547309,-1.15665,0.715055,-0.873704,1.58556,-0.0372752,0.101901,0.203763,-1.02556,1.19261,-1.15665,0.715055,-0.873704,1.58556,0.101901,0.203763,-1.02556,1.19261,0.547309,0.780217,0.057669,0.836976,0.10571,-0.0433647,0.135324,0.0525988,0.0281925,0.268389,0.133979,0.450017,0,
0.142,0.547273,-1.15655,0.715249,-0.87469,1.58664,-0.0357318,0.104292,0.194545,-0.986039,1.08216,-1.15655,0.715249,-0.87469,1.58664,0.104292,0.194545,-0.986039,1.08216,0.547273,0.786135,0.0577583,0.837004,0.105973,-0.0432147,0.135735,0.0505692,0.0289144,0.263106,0.14987,0.411281,0,
0.143,0.547239,-1.15644,0.715435,-0.875636,1.58761,-0.0341244,0.106522,0.185459,-0.946288,0.971261,-1.15644,0.715435,-0.875636,1.58761,0.106522,0.185459,-0.946288,0.971261,0.547239,0.792061,0.0578481,0.837034,0.106231,-0.043049,0.136107,0.0485237,0.0295915,0.257856,0.165714,0.372287,0,
0.144,0.547207,-1.15633,0.715611,-0.876543,1.58847,-0.0324535,0.10859,0.176504,-0.906313,0.859946,-1.15633,0.715611,-0.876543,1.58847,0.10859,0.176504,-0.906313,0.859946,0.547207,0.797997,0.0579383,0.837064,0.106483,-0.0428674,0.13644,0.0464635,0.0302238,0.252641,0.181509,0.333056,0,
0.145,0.547176,-1.15622,0.715779,-0.877409,1.58922,-0.0307192,0.110498,0.167681,-0.866123,0.748257,-1.15622,0.715779,-0.877409,1.58922,0.110498,0.167681,-0.866123,0.748257,0.547176,0.803941,0.058029,0.837095,0.106731,-0.0426701,0.136734,0.0443898,0.0308116,0.247461,0.197251,0.29361,0,
0.146,0.547147,-1.15611,0.715938,-0.878235,1.58986,-0.0289217,0.112246,0.15899,-0.825723,0.636236,-1.15611,0.715938,-0.878235,1.58986,0.112246,0.15899,-0.825723,0.636236,0.547147,0.809895,0.0581201,0.837126,0.106973,-0.0424571,0.136988,0.0423038,0.031355,0.242315,0.212938,0.253971,0,
0.147,0.54712,-1.156,0.716089,-0.87902,1.59038,-0.0270613,0.113835,0.15043,-0.785123,0.52392,-1.156,0.716089,-0.87902,1.59038,0.113835,0.15043,-0.785123,0.52392,0.54712,0.815857,0.0582116,0.837158,0.10721,-0.0422285,0.137202,0.0402069,0.0318541,0.237204,0.228566,0.214161,0,
0.148,0.547095,-1.15588,0.716231,-0.879764,1.59079,-0.0251383,0.115266,0.142002,-0.744329,0.411352,-1.15588,0.716231,-0.879764,1.59079,0.115266,0.142002,-0.744329,0.411352,0.547095,0.821828,0.0583036,0.837191,0.107442,-0.0419843,0.137376,0.0381001,0.0323093,0.232129,0.244132,0.174201,0,
0.149,0.547072,-1.15577,0.716364,-0.880467,1.59109,-0.0231531,0.116538,0.133705,-0.70335,0.298571,-1.15577,0.716364,-0.880467,1.59109,0.116538,0.133705,-0.70335,0.298571,0.547072,0.827807,0.058396,0.837223,0.10767,-0.0417246,0.13751,0.0359846,0.0327206,0.22709,0.259633,0.134114,0,
0.15,0.547051,-1.15565,0.71649,-0.88113,1.59128,-0.021106,0.117654,0.12554,-0.662195,0.185617,-1.15565,0.71649,-0.88113,1.59128,0.117654,0.12554,-0.662195,0.185617,0.547051,0.833796,0.0584887,0.837256,0.107892,-0.0414495,0.137604,0.0338617,0.0330884,0.222087,0.275067,0.0939216,0,
0.151,0.547032,-1.15553,0.716607,-0.88175,1.59135,-0.0189974,0.118613,0.117505,-0.62087,0.0725298,-1.15553,0.716607,-0.88175,1.59135,0.118613,0.117505,-0.62087,0.0725298,0.547032,0.839794,0.0585819,0.83729,0.108109,-0.0411591,0.137657,0.0317325,0.0334128,0.217121,0.29043,0.0536459,0,
0.152,0.547015,-1.15541,0.716717,-0.88233,1.59131,-0.0168276,0.119418,0.109602,-0.579386,-0.040649,-1.15541,0.716717,-0.88233,1.59131,0.119418,0.109602,-0.579386,-0.040649,0.547015,0.8458,0.0586754,0.837324,0.108321,-0.0408534,0.137671,0.0295982,0.0336941,0.212192,0.305719,0.0133094,0,
0.153,0.547,-1.15529,0.716819,-0.882868,1.59116,-0.0145971,0.120068,0.101829,-0.53775,-0.15388,-1.15529,0.716819,-0.882868,1.59116,0.120068,0.101829,-0.53775,-0.15388,0.547,0.851816,0.0587693,0.837357,0.108528,-0.0405325,0.137643,0.0274598,0.0339326,0.2073,0.320932,-0.0270659,0,
